0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.361725999999999977e-09,-2.441490620000000190e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.032598009884676090e-09,-0.000000000000000000e+00
-1.361725999999999977e-09,-2.441490620000000190e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.032598009884676090e-09,-0.000000000000000000e+00
-1.361725999999999977e-09,-2.441490620000000190e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.032598009884676090e-09,-0.000000000000000000e+00
-1.361725999999999977e-09,-2.441490620000000190e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.032598009884676090e-09,-0.000000000000000000e+00
-1.361725999999999977e-09,-2.441490620000000190e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.032598009884676090e-09,-0.000000000000000000e+00
-1.361725999999999977e-09,-2.441490620000000190e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.032598009884676090e-09,-0.000000000000000000e+00
-1.361725999999999977e-09,-2.441490620000000190e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.032598009884676090e-09,-0.000000000000000000e+00
-1.361725999999999977e-09,-2.441490620000000190e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.032598009884676090e-09,-0.000000000000000000e+00
-1.361725999999999977e-09,-2.441490620000000190e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.032598009884676090e-09,-0.000000000000000000e+00
-1.361725999999999977e-09,-2.441490620000000190e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.032598009884676090e-09,-0.000000000000000000e+00
-1.356557309999999926e-09,4.495042590000000200e-05,-9.141149000000000323e-05,1.734735440000000073e-02,-6.686224173152730595e-04,-1.569585000000000077e-02
-1.381841800000000062e-06,9.954823999999999271e-04,1.209103499999999954e-03,4.707618999999999693e-02,-2.300530093493251185e-03,-4.566943650000000049e-02
2.673094419999999871e-05,2.743639520000000064e-03,1.186447219999999967e-03,6.073714790000000335e-02,-3.479772623644582490e-03,-6.033103000000000077e-02
5.226873330000000162e-05,5.493797360000000213e-03,1.075503879999999959e-03,8.581845459999999648e-02,-6.568373852284711302e-03,-8.479351549999999960e-02
8.786398390000000236e-05,8.702279000000000264e-03,2.705038529999999938e-03,7.268626999999999727e-02,-1.239893245256909644e-02,-1.732651139999999979e-01
1.664567389999999948e-04,1.101913680000000083e-02,2.344098870000000182e-03,6.275146450000000653e-02,-2.119943022544378344e-02,-2.448784559999999944e-01
2.939662000000000113e-04,1.369261090000000076e-02,1.514998999999999946e-03,4.753210399999999863e-02,-3.210373915202616862e-02,-2.916456459999999806e-01
3.611359279999999824e-04,1.505583519999999925e-02,5.037082590000000045e-04,2.942336720000000155e-02,-4.368727681640963839e-02,-3.127626179999999922e-01
2.708650000000000163e-04,1.669766379999999828e-02,-6.669714999999999672e-03,2.265388520000000128e-02,-6.687294862835659048e-02,-2.982831599999999916e-01
2.708650000000000163e-04,1.669766379999999828e-02,-6.669714999999999672e-03,2.265388520000000128e-02,-6.687294862835659048e-02,-2.982831599999999916e-01
-2.199507870000000061e-04,1.833368650000000155e-02,-8.986087519999999898e-03,1.821129209999999832e-02,-8.479508231301195742e-02,-2.564323539999999735e-01
-5.598815619999999516e-04,1.892255810000000038e-02,-1.059821340000000056e-02,1.645381380000000143e-02,-9.509392587556907139e-02,-3.141876000000000113e-01
-9.671627999999999822e-04,1.949451119999999829e-02,-8.618785999999999808e-03,1.181583200000000007e-02,-1.065214061466159545e-01,-2.476372119999999954e-01
-1.328596850000000103e-03,1.998875290000000013e-02,-1.550815070000000030e-03,6.455536470000000290e-03,-1.141809012041846566e-01,-1.895487309999999981e-01
-1.416509270000000046e-03,2.021743729999999836e-02,-3.979011999999999653e-03,5.893653260000000262e-03,-1.218206307570403740e-01,-2.637228999999999823e-01
-1.605932370000000059e-03,2.043588459999999898e-02,-1.896022239999999937e-03,2.757406999999999914e-03,-1.315424463032066615e-01,-2.064947000000000032e-01
-1.733558249999999929e-03,2.054482510000000053e-02,6.646234539999999573e-03,1.176233750000000092e-03,-1.378738636097321946e-01,-1.674165129999999890e-01
-1.555279830000000059e-03,2.056766120000000017e-02,6.710817570000000322e-03,-4.724629399999999749e-04,-1.420578281536697407e-01,-1.296982000000000135e-01
-1.391598719999999909e-03,2.053372380000000053e-02,2.025023999999999835e-03,-1.444734750000000074e-03,-1.445647143714792748e-01,-9.638683500000000404e-02
-1.356028839999999904e-03,2.046667409999999854e-02,3.376564709999999958e-04,-2.493982200000000125e-03,-1.452770181458032106e-01,-8.238354000000000510e-02
-1.413984110000000068e-03,2.038348090000000057e-02,-3.155645219999999879e-03,-3.193457609999999971e-03,-1.459879431100180314e-01,-5.693945999999999730e-02
-1.815266000000000058e-03,2.048570850000000151e-02,-7.088406480000000037e-03,1.774848630000000135e-02,-1.459900375051204346e-01,-4.873707520000000043e-02
-1.925740619999999912e-03,2.155590799999999863e-02,-1.236611739999999952e-03,4.821609000000000311e-02,-1.477628466171215793e-01,-9.229582000000000064e-02
-1.957940000000000028e-03,2.324675400000000142e-02,-3.596354740000000036e-03,3.740311410000000253e-02,-1.515319465723929948e-01,-1.896468400000000110e-01
-1.957940000000000028e-03,2.324675400000000142e-02,-3.596354740000000036e-03,3.740311410000000253e-02,-1.515319465723929948e-01,-1.896468400000000110e-01
-2.076867000000000036e-03,2.816105259999999999e-02,1.413692370000000070e-03,8.531199400000000210e-02,-1.782778624674739298e-01,-4.309665260000000164e-01
-2.052244999999999851e-03,3.085490000000000108e-02,-3.317943770000000132e-04,7.634936999999999974e-02,-1.882502357357272726e-01,-5.107224999999999682e-01
-1.979919149999999958e-03,3.387103229999999937e-02,2.901721510000000032e-03,9.476817999999999353e-02,-2.104106987015917918e-01,-5.837286999999999892e-01
-1.779285729999999927e-03,3.814056519999999700e-02,5.993151999999999854e-03,1.094814540000000058e-01,-2.350483336547506408e-01,-6.435513499999999665e-01
-1.543893250000000043e-03,4.199048999999999837e-02,4.831577650000000099e-03,1.037645559999999939e-01,-2.624006624531077247e-01,-7.259725000000000206e-01
-1.426383619999999942e-03,4.550396999999999775e-02,-2.843351100000000154e-05,8.349582999999999311e-02,-2.938436730083381354e-01,-8.232882999999999729e-01
-1.623398160000000083e-03,5.054430659999999825e-02,-1.268226090000000063e-02,6.255384999999999418e-02,-3.470110219106153915e-01,-8.926590680000000555e-01
-2.166663300000000198e-03,5.292460320000000329e-02,2.883528360000000082e-03,4.726613689999999840e-02,-3.836120424015082020e-01,-9.287948609999999716e-01
-2.039655579999999878e-03,5.454604329999999945e-02,-9.270894999999999483e-03,4.030604000000000131e-02,-4.213197744257612953e-01,-9.574702999999999964e-01
-2.443117790000000171e-03,5.591917410000000338e-02,5.569627510000000302e-03,2.894615570000000013e-02,-4.600943337193081906e-01,-9.829564689999999993e-01
-2.255264669999999805e-03,5.688023999999999858e-02,-6.774918000000000433e-03,2.639473230000000115e-02,-4.996540607927912325e-01,-1.003616089999999961e+00
-2.543324139999999893e-03,5.785906689999999880e-02,-6.975266620000000056e-03,2.048302000000000109e-02,-5.376223495304160993e-01,-9.955104999999999649e-01
-2.817881529999999995e-03,5.860478799999999794e-02,-1.483033410000000017e-02,2.223085240000000073e-02,-5.574471867113230950e-01,-9.860274999999999457e-01
-3.450202759999999869e-03,5.946865999999999958e-02,-1.238006629999999914e-02,1.863161290000000039e-02,-5.947071073920872086e-01,-9.684958999999999651e-01
-3.965568000000000044e-03,6.021356580000000042e-02,-1.735635849999999855e-02,2.143156530000000018e-02,-6.328186073761551400e-01,-9.227230549999999587e-01
-4.893589999999999746e-03,6.133339549999999862e-02,-2.345703169999999865e-02,2.467337810000000062e-02,-6.695254890674984249e-01,-9.421486999999999501e-01
-5.898732690000000126e-03,6.215408439999999674e-02,-3.077471999999999847e-02,7.411665999999999914e-03,-7.048566289385911343e-01,-9.142928999999999640e-01
-9.757646999999999501e-03,6.137051810000000024e-02,-8.130695000000000283e-02,-2.897603619999999935e-02,-7.709755478571305165e-01,-8.147923000000000249e-01
-1.301848239999999976e-02,6.015167390000000086e-02,-8.655905999999999323e-02,-4.280786589999999864e-02,-8.030617680922569335e-01,-8.334953999999999974e-01
