-1.361524396478951848e+00,0.000000000000000000e+00
-1.350678461305535150e+00,0.000000000000000000e+00
-1.348168535298045034e+00,0.000000000000000000e+00
-1.349263994544442458e+00,0.000000000000000000e+00
-1.357083739918488074e+00,0.000000000000000000e+00
-1.380543844302841494e+00,0.000000000000000000e+00
-1.379069978904561289e+00,0.000000000000000000e+00
-1.373712988334347962e+00,0.000000000000000000e+00
-1.365418134068876022e+00,0.000000000000000000e+00
-1.360130898352705398e+00,0.000000000000000000e+00
-1.360128685547203453e+00,0.000000000000000000e+00
-1.360128785643742289e+00,0.000000000000000000e+00
-1.407519032422654526e+00,0.000000000000000000e+00
-1.417824138089453179e+00,0.000000000000000000e+00
-1.440126662490771814e+00,0.000000000000000000e+00
-1.499443866183803875e+00,0.000000000000000000e+00
-1.325638567106520282e+00,0.000000000000000000e+00
-7.441261650954196227e-01,0.000000000000000000e+00
-8.878754056260338423e-01,0.000000000000000000e+00
-7.955459299443130572e-01,0.000000000000000000e+00
-5.852161980266739061e-01,0.000000000000000000e+00
-5.655589375090371851e-01,0.000000000000000000e+00
-6.083364599951552876e-01,0.000000000000000000e+00
-5.951654466367762852e-01,0.000000000000000000e+00
-5.834497116449973708e-01,0.000000000000000000e+00
-5.768629852870323926e-01,0.000000000000000000e+00
-5.728821063719167217e-01,0.000000000000000000e+00
-5.728985516085701724e-01,0.000000000000000000e+00
-5.633611010541712538e-01,0.000000000000000000e+00
-5.662958158203889036e-01,0.000000000000000000e+00
-5.662951953702088925e-01,0.000000000000000000e+00
-5.663143974556308358e-01,0.000000000000000000e+00
-5.623321952292054116e-01,0.000000000000000000e+00
-5.623320710780508325e-01,0.000000000000000000e+00
-5.623322083071038424e-01,0.000000000000000000e+00
-5.597112501794720973e-01,0.000000000000000000e+00
-5.597328647743045060e-01,0.000000000000000000e+00
-5.585774275875311501e-01,0.000000000000000000e+00
-5.585773527516889603e-01,0.000000000000000000e+00
-5.585773693691222785e-01,0.000000000000000000e+00
-5.585834816306690653e-01,0.000000000000000000e+00
-5.585812797438910460e-01,0.000000000000000000e+00
-5.585774353394628022e-01,0.000000000000000000e+00
-5.545999818121103431e-01,0.000000000000000000e+00
-5.545992538949442441e-01,0.000000000000000000e+00
-5.546190098684071756e-01,0.000000000000000000e+00
-5.545996064139175896e-01,0.000000000000000000e+00
-5.546189212917784772e-01,0.000000000000000000e+00
-5.546189520639184245e-01,0.000000000000000000e+00
-5.545938108543062572e-01,0.000000000000000000e+00
-5.546128037182678217e-01,0.000000000000000000e+00
-5.546189202235282112e-01,0.000000000000000000e+00
-5.546188103820389736e-01,0.000000000000000000e+00
-5.546191476094409767e-01,0.000000000000000000e+00
-5.546187404561115919e-01,0.000000000000000000e+00
-5.519990987177333386e-01,0.000000000000000000e+00
-5.519795788661374658e-01,0.000000000000000000e+00
-5.519990503019386319e-01,0.000000000000000000e+00
-5.480349228910537107e-01,0.000000000000000000e+00
-5.480161217045629307e-01,0.000000000000000000e+00
-5.480158433254315176e-01,0.000000000000000000e+00
-5.480161349355011646e-01,0.000000000000000000e+00
-5.480349370270397591e-01,0.000000000000000000e+00
-5.480162724505851513e-01,0.000000000000000000e+00
-5.480351581451713416e-01,0.000000000000000000e+00
-5.480350877138621124e-01,0.000000000000000000e+00
-5.480290259987055101e-01,0.000000000000000000e+00
-5.480162255235553337e-01,0.000000000000000000e+00
-5.480103526070219111e-01,0.000000000000000000e+00
-5.480353746131654269e-01,0.000000000000000000e+00
-5.480352678449459392e-01,0.000000000000000000e+00
-5.480161005418647813e-01,0.000000000000000000e+00
-5.480164072911072326e-01,0.000000000000000000e+00
-5.480350340671981124e-01,0.000000000000000000e+00
-5.480352347467818408e-01,0.000000000000000000e+00
-5.480350017436276255e-01,0.000000000000000000e+00
-5.480161459881793817e-01,0.000000000000000000e+00
-5.480350548848600400e-01,0.000000000000000000e+00
-5.480350691458325540e-01,0.000000000000000000e+00
-5.480158937904412442e-01,0.000000000000000000e+00
-5.480159336246566149e-01,0.000000000000000000e+00
-5.480350192254969111e-01,0.000000000000000000e+00
-5.480161558317708792e-01,0.000000000000000000e+00
-5.480159749132347269e-01,0.000000000000000000e+00
